C5,B4,C5,E4,F4,E5,D5,E5,D5,C5,B4,A4,B4,D4,E4,D5,C5,B4,A4,G4,A4,C4,D4,C5,B4,A4,A4,G4,B4,D5,F5,E5,G5,B5
A2,E3,A3,NONE,D3,A3,D4,NONE,NONE,NONE,G2,D3,G3,NONE,C3,G3,C4,NONE,F2,C3,F3,NONE,D2,A2,D3,NONE,E2,B2,E3,G3,B3,D4,E4,NONE
C5,B4,C5,E4,F4,E5,D5,C5,B4,A4,B4,D4,E4,D5,C5,B4,A4,G4,A4,C4,D4,C5,B4,A4,A4,G4,B4,D5,F5,E5,G5,B5
A2,E3,A3,C4,D3,A3,D4,F4,G2,D3,G3,B3,C3,G3,C4,E4,F2,C3,F3,A3,D2,A2,D3,F3,E2,B2,E3,G3,B3,D4,E4,NONE
E4,B4,NONE,C5,C5,C5,NONE,C5,B4,C5,B4,B4,A4,A4,G4,G4,E4,F4,NONE,C5,C5,C5,NONE,C5,C5
NONE,A2,E3,A3,B3,C4,B3,A3,NONE,A2,E3,A3,A3,A3,E3,C3,A2,D2,A2,D3,E3,F3,E3,D3,NONE
C5,B4,B4,A4,A4,G4,G4,D4,E4,NONE,G4,G4,G4,G4,D4,D4,NONE,F4,E4,E4,NONE,NONE,E4,B4,NONE,C5,C5,C5,NONE,C5,B4
G2,D3,G3,A3,B3,A3,G3,D3,C3,G3,C4,D4,NONE,NONE,NONE,B2,F3,B3,NONE,E3,B3,NONE,NONE,A2,E3,A3,B3,C4,B3,A3,E3
C5,B4,B4,A4,A4,G4,G4,E4,F4,NONE,C5,C5,C5,NONE,C5,C5,C5,B4,B4,A4,A4,G4,G4,D4,E4,NONE,G4,G4,G4,NONE,G4,D4
A2,E3,A3,A3,A3,E3,C3,A2,D2,A2,D3,F3,F3,D3,A2,D2,G2,D3,G3,B3,B3,G3,D3,G2,C3,G3,C4,E4,E4,C4,G3,C3
